ContourID,SegmentID,X,Y
1,1,150.0,100.0
1,1,148.9365656505408,102.92176186221154
1,1,147.87313130108163,105.8435237244231
1,1,146.80969695162244,108.76528558663463
1,1,145.74626260216326,111.68704744884617
1,1,144.68282825270407,114.60880931105771
1,1,143.61939390324486,117.53057117326927
1,1,142.55595955378567,120.4523330354808
1,1,141.49252520432648,123.37409489769234
1,1,140.4290908548673,126.2958567599039
1,1,139.3656565054081,129.21761862211542
1,1,138.30222215594893,132.13938048432698
1,1,135.60951185843962,133.69401749944365
1,1,132.9168015609303,135.24865451456031
1,1,130.224091263421,136.803291529677
1,1,127.5313809659117,138.35792854479368
1,1,124.83867066840239,139.91256555991035
1,1,122.14596037089308,141.46720257502702
1,1,119.45325007338376,143.02183959014368
1,1,116.76053977587445,144.57647660526035
1,1,114.06782947836514,146.13111362037705
1,1,111.37511918085583,147.68575063549372
1,1,108.68240888334653,149.2403876506104
1,1,105.6203717121332,148.70046788139325
1,1,102.55833454091989,148.16054811217612
1,1,99.49629736970657,147.620628342959
1,1,96.43426019849325,147.08070857374187
1,1,93.37222302727993,146.54078880452474
1,1,90.31018585606661,146.0008690353076
1,1,87.24814868485329,145.46094926609047
1,1,84.18611151363997,144.92102949687333
1,1,81.12407434242665,144.38110972765622
1,1,78.06203717121333,143.8411899584391
1,1,75.00000000000001,143.30127018922195
1,1,73.00139717824588,140.91942809622753
1,1,71.00279435649175,138.53758600323314
1,1,69.00419153473763,136.15574391023873
1,1,67.0055887129835,133.7739018172443
1,1,65.00698589122936,131.39205972424992
1,1,63.00838306947524,129.0102176312555
1,1,61.0097802477211,126.62837553826108
1,1,59.01117742596698,124.24653344526668
1,1,57.012574604212844,121.86469135227227
1,1,55.01397178245871,119.48284925927786
1,1,53.015368960704585,117.10100716628345
1,1,53.015368960704585,113.9917331360501
1,1,53.015368960704585,110.88245910581675
1,1,53.015368960704585,107.7731850755834
1,1,53.015368960704585,104.66391104535003
1,1,53.015368960704585,101.55463701511668
1,1,53.01536896070458,98.44536298488333
1,1,53.01536896070458,95.33608895464998
1,1,53.01536896070458,92.22681492441663
1,1,53.01536896070458,89.11754089418326
1,1,53.01536896070458,86.00826686394991
1,1,53.01536896070458,82.89899283371656
1,1,55.013971782458704,80.51715074072216
1,1,57.01257460421284,78.13530864772775
1,1,59.01117742596696,75.75346655473334
1,1,61.00978024772109,73.37162446173893
1,1,63.008383069475215,70.98978236874453
1,1,65.00698589122935,68.60794027575012
1,1,67.00558871298347,66.22609818275572
1,1,69.0041915347376,63.84425608976131
1,1,71.00279435649173,61.4624139967669
1,1,73.00139717824587,59.080571903772494
1,1,74.99999999999999,56.69872981077809
1,1,78.0620371712133,56.158810041560955
1,1,81.12407434242662,55.61889027234382
1,1,84.18611151363994,55.07897050312668
1,1,87.24814868485326,54.53905073390955
1,1,90.31018585606658,53.99913096469241
1,1,93.3722230272799,53.45921119547527
1,1,96.43426019849322,52.919291426258134
1,1,99.49629736970654,52.379371657041
1,1,102.55833454091986,51.83945188782386
1,1,105.62037171213318,51.29953211860673
1,1,108.6824088833465,50.75961234938959
1,1,111.3751191808558,52.31424936450627
1,1,114.06782947836511,53.86888637962294
1,1,116.76053977587442,55.42352339473962
1,1,119.45325007338373,56.978160409856294
1,1,122.14596037089305,58.53279742497297
1,1,124.83867066840236,60.087434440089645
1,1,127.53138096591167,61.64207145520632
1,1,130.22409126342097,63.196708470322996
1,1,132.91680156093028,64.75134548543967
1,1,135.6095118584396,66.30598250055635
1,1,138.3022221559489,67.86061951567302
1,1,139.36565650540808,70.78238137788456
1,1,140.42909085486727,73.70414324009612
1,1,141.49252520432648,76.62590510230766
1,1,142.55595955378567,79.5476669645192
1,1,143.61939390324486,82.46942882673073
1,1,144.68282825270404,85.39119068894229
1,1,145.74626260216323,88.31295255115383
1,1,146.8096969516224,91.23471441336537
1,1,147.87313130108163,94.15647627557692
1,1,148.9365656505408,97.07823813778846
1,1,150.0,100.0
