ContourID,SegmentID,X,Y
1,1,50.0,50.0
1,1,59.09090909090909,50.0
1,1,68.18181818181819,50.0
1,1,77.27272727272727,50.0
1,1,86.36363636363637,50.0
1,1,95.45454545454545,50.0
1,1,104.54545454545453,50.0
1,1,113.63636363636363,50.0
1,1,122.72727272727273,50.0
1,1,131.8181818181818,50.0
1,1,140.9090909090909,50.0
1,1,150.0,50.0
1,1,150.0,54.54545454545455
1,1,150.0,59.09090909090909
1,1,150.0,63.63636363636363
1,1,150.0,68.18181818181819
1,1,150.0,72.72727272727272
1,1,150.0,77.27272727272727
1,1,150.0,81.81818181818181
1,1,150.0,86.36363636363637
1,1,150.0,90.9090909090909
1,1,150.0,95.45454545454545
1,1,150.0,100.0
1,1,140.9090909090909,100.0
1,1,131.8181818181818,100.0
1,1,122.72727272727273,100.0
1,1,113.63636363636363,100.0
1,1,104.54545454545455,100.0
1,1,95.45454545454547,100.0
1,1,86.36363636363637,100.0
1,1,77.27272727272727,100.0
1,1,68.18181818181817,100.0
1,1,59.09090909090909,100.0
1,1,50.0,100.0
1,1,50.0,95.45454545454545
1,1,50.0,90.9090909090909
1,1,50.0,86.36363636363636
1,1,50.0,81.81818181818181
1,1,50.0,77.27272727272728
1,1,50.0,72.72727272727273
1,1,50.0,68.18181818181819
1,1,50.0,63.63636363636363
1,1,50.0,59.090909090909086
1,1,50.0,54.54545454545455
1,1,50.0,50.0
