ContourID,SegmentID,X,Y
1,1,1.0,7.48
1,1,10.727272727272728,7.48
1,1,20.454545454545457,7.48
1,1,30.18181818181818,7.48
1,1,39.909090909090914,7.48
1,1,49.63636363636363,7.48
1,1,59.36363636363636,7.48
1,1,69.0909090909091,7.48
1,1,78.81818181818183,7.48
1,1,88.54545454545455,7.48
1,1,98.27272727272727,7.48
1,1,108.0,7.48
1,1,108.0,17.89090909090909
1,1,108.0,28.30181818181818
1,1,108.0,38.71272727272727
1,1,108.0,49.123636363636365
1,1,108.0,59.53454545454545
1,1,108.0,69.94545454545454
1,1,108.0,80.35636363636364
1,1,108.0,90.76727272727273
1,1,108.0,101.17818181818183
1,1,108.0,111.5890909090909
1,1,108.0,122.0
1,1,98.27272727272727,122.0
1,1,88.54545454545455,122.0
1,1,78.81818181818181,122.0
1,1,69.0909090909091,122.0
1,1,59.36363636363637,122.0
1,1,49.63636363636364,122.0
1,1,39.90909090909091,122.0
1,1,30.181818181818173,122.0
1,1,20.454545454545453,122.0
1,1,10.727272727272734,122.0
1,1,1.0,122.0
1,1,1.0,111.58909090909091
1,1,1.0,101.17818181818183
1,1,1.0,90.76727272727273
1,1,1.0,80.35636363636364
1,1,1.0,69.94545454545455
1,1,1.0,59.53454545454546
1,1,1.0,49.123636363636365
1,1,1.0,38.71272727272728
1,1,1.0,28.301818181818177
1,1,1.0,17.890909090909105
1,1,1.0,7.48
