ContourID,SegmentID,X,Y
1,1,150.0,100.0
1,1,147.72727272727272,103.93647910811109
1,1,145.45454545454547,107.87295821622217
1,1,143.1818181818182,111.80943732433326
1,1,140.9090909090909,115.74591643244433
1,1,138.63636363636363,119.68239554055542
1,1,136.36363636363637,123.6188746486665
1,1,134.0909090909091,127.55535375677759
1,1,131.8181818181818,131.49183286488866
1,1,129.54545454545453,135.42831197299975
1,1,127.27272727272727,139.36479108111084
1,1,125.0,143.30127018922192
1,1,120.45454545454545,143.30127018922192
1,1,115.9090909090909,143.30127018922192
1,1,111.36363636363637,143.30127018922192
1,1,106.81818181818183,143.30127018922192
1,1,102.27272727272728,143.30127018922192
1,1,97.72727272727273,143.30127018922195
1,1,93.18181818181819,143.30127018922195
1,1,88.63636363636365,143.30127018922195
1,1,84.0909090909091,143.30127018922195
1,1,79.54545454545456,143.30127018922195
1,1,75.00000000000001,143.30127018922195
1,1,72.72727272727273,139.36479108111087
1,1,70.45454545454547,135.42831197299978
1,1,68.18181818181819,131.4918328648887
1,1,65.90909090909092,127.5553537567776
1,1,63.63636363636365,123.61887464866652
1,1,61.363636363636374,119.68239554055543
1,1,59.09090909090909,115.74591643244435
1,1,56.81818181818183,111.80943732433326
1,1,54.54545454545455,107.87295821622217
1,1,52.27272727272728,103.93647910811109
1,1,50.0,100.0
1,1,52.27272727272727,96.06352089188891
1,1,54.54545454545455,92.12704178377784
1,1,56.81818181818181,88.19056267566675
1,1,59.090909090909086,84.25408356755567
1,1,61.36363636363636,80.3176044594446
1,1,63.636363636363626,76.38112535133351
1,1,65.9090909090909,72.44464624322242
1,1,68.18181818181817,68.50816713511134
1,1,70.45454545454544,64.57168802700025
1,1,72.72727272727272,60.63520891888918
1,1,74.99999999999999,56.69872981077809
1,1,79.54545454545453,56.69872981077808
1,1,84.09090909090907,56.69872981077808
1,1,88.63636363636361,56.698729810778076
1,1,93.18181818181816,56.698729810778076
1,1,97.7272727272727,56.69872981077807
1,1,102.27272727272725,56.69872981077807
1,1,106.81818181818178,56.69872981077806
1,1,111.36363636363633,56.69872981077806
1,1,115.90909090909088,56.698729810778055
1,1,120.45454545454541,56.698729810778055
1,1,124.99999999999996,56.69872981077805
1,1,127.27272727272724,60.635208918889134
1,1,129.5454545454545,64.57168802700022
1,1,131.81818181818178,68.50816713511131
1,1,134.09090909090907,72.4446462432224
1,1,136.36363636363635,76.38112535133348
1,1,138.63636363636363,80.31760445944457
1,1,140.90909090909088,84.25408356755565
1,1,143.18181818181816,88.19056267566674
1,1,145.45454545454544,92.12704178377783
1,1,147.72727272727272,96.06352089188891
1,1,150.0,100.0
