ContourID,SegmentID,X,Y
1,1,150.0,100.0
1,1,146.85916815624975,104.32298416497797
1,1,143.71833631249953,108.64596832995593
1,1,140.57750446874928,112.96895249493392
1,1,137.43667262499903,117.29193665991188
1,1,134.2958407812488,121.61492082488985
1,1,131.15500893749856,125.93790498986783
1,1,128.01417709374834,130.26088915484578
1,1,124.8733452499981,134.58387331982377
1,1,121.73251340624785,138.90685748480172
1,1,118.59168156249761,143.2298416497797
1,1,115.45084971874738,147.55282581475768
1,1,110.36887704261149,145.90159279656368
1,1,105.28690436647561,144.25035977836967
1,1,100.20493169033972,142.59912676017566
1,1,95.12295901420383,140.94789374198166
1,1,90.04098633806794,139.29666072378768
1,1,84.95901366193206,137.64542770559368
1,1,79.87704098579617,135.99419468739967
1,1,74.79506830966028,134.34296166920566
1,1,69.7130956335244,132.69172865101166
1,1,64.63112295738851,131.04049563281765
1,1,59.54915028125263,129.38926261462365
1,1,59.54915028125263,124.04576032105571
1,1,59.54915028125263,118.70225802748777
1,1,59.54915028125262,113.35875573391984
1,1,59.54915028125262,108.0152534403519
1,1,59.54915028125262,102.67175114678396
1,1,59.54915028125262,97.32824885321602
1,1,59.54915028125262,91.9847465596481
1,1,59.54915028125262,86.64124426608015
1,1,59.549150281252615,81.29774197251223
1,1,59.549150281252615,75.95423967894428
1,1,59.549150281252615,70.61073738537635
1,1,64.6311229573885,68.95950436718235
1,1,69.71309563352439,67.30827134898834
1,1,74.79506830966028,65.65703833079434
1,1,79.87704098579616,64.00580531260034
1,1,84.95901366193205,62.35457229440634
1,1,90.04098633806794,60.70333927621233
1,1,95.12295901420381,59.05210625801833
1,1,100.2049316903397,57.40087323982432
1,1,105.2869043664756,55.749640221630315
1,1,110.36887704261147,54.09840720343632
1,1,115.45084971874736,52.44717418524231
1,1,118.5916815624976,56.770158350220285
1,1,121.73251340624785,61.09314251519825
1,1,124.87334524999808,65.41612668017623
1,1,128.01417709374832,69.7391108451542
1,1,131.15500893749856,74.06209501013217
1,1,134.2958407812488,78.38507917511015
1,1,137.43667262499903,82.70806334008812
1,1,140.57750446874928,87.03104750506608
1,1,143.71833631249953,91.35403167004407
1,1,146.85916815624975,95.67701583502202
1,1,150.0,100.0
