ContourID,SegmentID,X,Y
1,1,201.413,140.935
1,1,199.23054545454548,136.67318181818183
1,1,197.04809090909092,132.41136363636363
1,1,194.86563636363638,128.14954545454546
1,1,192.68318181818182,123.88772727272728
1,1,190.5007272727273,119.62590909090909
1,1,188.31827272727273,115.36409090909092
1,1,186.1358181818182,111.10227272727273
1,1,183.95336363636363,106.84045454545455
1,1,181.7709090909091,102.57863636363636
1,1,179.58845454545457,98.31681818181818
1,1,177.406,94.055
1,1,172.79045454545457,94.83081818181819
1,1,168.1749090909091,95.60663636363637
1,1,163.55936363636363,96.38245454545455
1,1,158.9438181818182,97.15827272727273
1,1,154.32827272727275,97.93409090909091
1,1,149.71272727272728,98.7099090909091
1,1,145.0971818181818,99.48572727272727
1,1,140.48163636363637,100.26154545454546
1,1,135.86609090909093,101.03736363636364
1,1,131.25054545454546,101.81318181818182
1,1,126.635,102.589
1,1,129.90154545454547,99.17963636363636
1,1,133.16809090909092,95.77027272727273
1,1,136.43463636363637,92.36090909090909
1,1,139.70118181818182,88.95154545454545
1,1,142.96772727272727,85.54218181818182
1,1,146.23427272727272,82.13281818181818
1,1,149.5008181818182,78.72345454545454
1,1,152.76736363636365,75.31409090909091
1,1,156.0339090909091,71.90472727272727
1,1,159.30045454545456,68.49536363636363
1,1,162.567,65.086
1,1,160.38418181818182,60.82418181818181
1,1,158.20136363636365,56.562363636363635
1,1,156.01854545454546,52.30054545454546
1,1,153.83572727272727,48.03872727272727
1,1,151.6529090909091,43.776909090909086
1,1,149.4700909090909,39.51509090909091
1,1,147.28727272727275,35.25327272727273
1,1,145.10445454545456,30.991454545454545
1,1,142.92163636363637,26.72963636363636
1,1,140.7388181818182,22.46781818181818
1,1,138.556,18.206
1,1,142.75745454545455,20.360545454545452
1,1,146.9589090909091,22.515090909090908
1,1,151.16036363636366,24.669636363636364
1,1,155.3618181818182,26.824181818181817
1,1,159.56327272727273,28.97872727272727
1,1,163.76472727272727,31.133272727272725
1,1,167.9661818181818,33.28781818181818
1,1,172.16763636363635,35.44236363636364
1,1,176.36909090909091,37.596909090909094
1,1,180.57054545454545,39.75145454545454
1,1,184.772,41.906
1,1,188.03854545454544,38.49618181818182
1,1,191.3050909090909,35.086363636363636
1,1,194.57163636363637,31.676545454545455
1,1,197.83818181818182,28.266727272727273
1,1,201.10472727272727,24.85690909090909
1,1,204.37127272727272,21.44709090909091
1,1,207.63781818181818,18.03727272727273
1,1,210.90436363636366,14.627454545454547
1,1,214.1709090909091,11.217636363636366
1,1,217.43745454545456,7.807818181818185
1,1,220.704,4.398
1,1,220.03400000000002,9.139272727272726
1,1,219.364,13.880545454545453
1,1,218.69400000000002,18.62181818181818
1,1,218.024,23.363090909090907
1,1,217.354,28.104363636363633
1,1,216.684,32.84563636363636
1,1,216.014,37.58690909090909
1,1,215.344,42.32818181818182
1,1,214.674,47.06945454545455
1,1,214.004,51.81072727272726
1,1,213.334,56.552
1,1,217.53545454545454,58.706545454545456
1,1,221.7369090909091,60.861090909090905
1,1,225.93836363636365,63.01563636363636
1,1,230.13981818181819,65.17018181818182
1,1,234.34127272727272,67.32472727272727
1,1,238.5427272727273,69.47927272727273
1,1,242.74418181818183,71.63381818181819
1,1,246.94563636363637,73.78836363636364
1,1,251.14709090909093,75.9429090909091
1,1,255.34854545454547,78.09745454545454
1,1,259.55,80.252
1,1,254.9348181818182,81.02772727272726
1,1,250.31963636363636,81.80345454545454
1,1,245.70445454545455,82.57918181818181
1,1,241.08927272727271,83.35490909090909
1,1,236.4740909090909,84.13063636363636
1,1,231.8589090909091,84.90636363636364
1,1,227.24372727272726,85.6820909090909
1,1,222.62854545454545,86.45781818181818
1,1,218.01336363636364,87.23354545454545
1,1,213.3981818181818,88.00927272727273
1,1,208.783,88.785
1,1,208.113,93.52590909090908
1,1,207.44299999999998,98.26681818181818
1,1,206.773,103.00772727272727
1,1,206.103,107.74863636363636
1,1,205.433,112.48954545454545
1,1,204.763,117.23045454545453
1,1,204.093,121.97136363636363
1,1,203.423,126.71227272727273
1,1,202.75300000000001,131.4531818181818
1,1,202.083,136.1940909090909
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
1,1,201.413,140.935
